Issue_ID,Department,Issue_Type,Entity_ID,Entity_Name,Metric,Actual_Value,Expected_Value,Variance,Priority,Root_Cause,Financial_Impact,Recommended_Action,Source,Report_Date
ISSUE-11447,Finance / Collections,Outstanding Receivable > 180 Days,INV0077517,Meera Patel,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11448,Finance / Collections,Outstanding Receivable > 180 Days,INV0078217,Aarav Sharma,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11449,Finance / Collections,Outstanding Receivable > 180 Days,INV0078917,Neha Singh,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11450,Finance / Collections,Outstanding Receivable > 180 Days,INV0079617,Anitha Iyer,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11451,Finance / Collections,Outstanding Receivable > 180 Days,INV0080317,Aarav Sharma,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11452,Finance / Collections,Outstanding Receivable > 180 Days,INV0085917,Meera Patel,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11453,Finance / Collections,Outstanding Receivable > 180 Days,INV0086617,Priya Nair,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11454,Finance / Collections,Outstanding Receivable > 180 Days,INV0087317,Priya Nair,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11455,Finance / Collections,Outstanding Receivable > 180 Days,INV0088017,Divya Menon,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11456,Finance / Collections,Outstanding Receivable > 180 Days,INV0088717,Arjun Rao,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11457,Finance / Collections,Outstanding Receivable > 180 Days,INV0094317,Meera Patel,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11458,Finance / Collections,Outstanding Receivable > 180 Days,INV0095017,Anitha Iyer,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11459,Finance / Collections,Outstanding Receivable > 180 Days,INV0095717,Rahul Verma,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11460,Finance / Collections,Outstanding Receivable > 180 Days,INV0096417,Divya Menon,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11461,Finance / Collections,Outstanding Receivable > 180 Days,INV0097117,Vijay Kumar,Outstanding Amount,1434.23,0.0,1434.23,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1434.23,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11462,Finance / Collections,Outstanding Receivable > 180 Days,INV0080426,Vijay Kumar,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11463,Finance / Collections,Outstanding Receivable > 180 Days,INV0081126,Divya Menon,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11464,Finance / Collections,Outstanding Receivable > 180 Days,INV0081826,Priya Nair,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11465,Finance / Collections,Outstanding Receivable > 180 Days,INV0082526,Karthik Raj,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11466,Finance / Collections,Outstanding Receivable > 180 Days,INV0083226,Vijay Kumar,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11467,Finance / Collections,Outstanding Receivable > 180 Days,INV0088826,Karthik Raj,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11468,Finance / Collections,Outstanding Receivable > 180 Days,INV0089526,Karthik Raj,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11469,Finance / Collections,Outstanding Receivable > 180 Days,INV0090226,Priya Nair,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11470,Finance / Collections,Outstanding Receivable > 180 Days,INV0090926,Neha Singh,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11471,Finance / Collections,Outstanding Receivable > 180 Days,INV0091626,Meera Patel,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11472,Finance / Collections,Outstanding Receivable > 180 Days,INV0097226,Vijay Kumar,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11473,Finance / Collections,Outstanding Receivable > 180 Days,INV0097926,Divya Menon,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11474,Finance / Collections,Outstanding Receivable > 180 Days,INV0098626,Divya Menon,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11475,Finance / Collections,Outstanding Receivable > 180 Days,INV0099326,Aarav Sharma,Outstanding Amount,1433.4,0.0,1433.4,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1433.4,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11476,Finance / Collections,Outstanding Receivable > 180 Days,INV0077455,Aarav Sharma,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11477,Finance / Collections,Outstanding Receivable > 180 Days,INV0078155,Rahul Verma,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11478,Finance / Collections,Outstanding Receivable > 180 Days,INV0078855,Karthik Raj,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11479,Finance / Collections,Outstanding Receivable > 180 Days,INV0084455,Arjun Rao,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11480,Finance / Collections,Outstanding Receivable > 180 Days,INV0085155,Neha Singh,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11481,Finance / Collections,Outstanding Receivable > 180 Days,INV0085855,Karthik Raj,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11482,Finance / Collections,Outstanding Receivable > 180 Days,INV0086555,Rahul Verma,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11483,Finance / Collections,Outstanding Receivable > 180 Days,INV0087255,Vijay Kumar,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11484,Finance / Collections,Outstanding Receivable > 180 Days,INV0092855,Rahul Verma,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11485,Finance / Collections,Outstanding Receivable > 180 Days,INV0093555,Meera Patel,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11486,Finance / Collections,Outstanding Receivable > 180 Days,INV0094255,Arjun Rao,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11487,Finance / Collections,Outstanding Receivable > 180 Days,INV0094955,Meera Patel,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11488,Finance / Collections,Outstanding Receivable > 180 Days,INV0095655,Priya Nair,Outstanding Amount,1429.61,0.0,1429.61,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1429.61,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11489,Finance / Collections,Outstanding Receivable > 180 Days,INV0078609,Meera Patel,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11490,Finance / Collections,Outstanding Receivable > 180 Days,INV0079309,Karthik Raj,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11491,Finance / Collections,Outstanding Receivable > 180 Days,INV0080009,Aarav Sharma,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11492,Finance / Collections,Outstanding Receivable > 180 Days,INV0080709,Divya Menon,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11493,Finance / Collections,Outstanding Receivable > 180 Days,INV0081409,Vijay Kumar,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11494,Finance / Collections,Outstanding Receivable > 180 Days,INV0087009,Anitha Iyer,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11495,Finance / Collections,Outstanding Receivable > 180 Days,INV0087709,Anitha Iyer,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11496,Finance / Collections,Outstanding Receivable > 180 Days,INV0088409,Neha Singh,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11497,Finance / Collections,Outstanding Receivable > 180 Days,INV0089109,Arjun Rao,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11498,Finance / Collections,Outstanding Receivable > 180 Days,INV0089809,Karthik Raj,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11499,Finance / Collections,Outstanding Receivable > 180 Days,INV0095409,Anitha Iyer,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11500,Finance / Collections,Outstanding Receivable > 180 Days,INV0096109,Vijay Kumar,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11501,Finance / Collections,Outstanding Receivable > 180 Days,INV0096809,Priya Nair,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11502,Finance / Collections,Outstanding Receivable > 180 Days,INV0097509,Karthik Raj,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11503,Finance / Collections,Outstanding Receivable > 180 Days,INV0098209,Aarav Sharma,Outstanding Amount,1427.35,0.0,1427.35,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1427.35,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11504,Finance / Collections,Outstanding Receivable > 180 Days,INV0077126,Rahul Verma,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11505,Finance / Collections,Outstanding Receivable > 180 Days,INV0077826,Anitha Iyer,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11506,Finance / Collections,Outstanding Receivable > 180 Days,INV0078526,Divya Menon,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11507,Finance / Collections,Outstanding Receivable > 180 Days,INV0079226,Anitha Iyer,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11508,Finance / Collections,Outstanding Receivable > 180 Days,INV0084826,Vijay Kumar,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11509,Finance / Collections,Outstanding Receivable > 180 Days,INV0085526,Vijay Kumar,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11510,Finance / Collections,Outstanding Receivable > 180 Days,INV0086226,Anitha Iyer,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11511,Finance / Collections,Outstanding Receivable > 180 Days,INV0086926,Priya Nair,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11512,Finance / Collections,Outstanding Receivable > 180 Days,INV0087626,Karthik Raj,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11513,Finance / Collections,Outstanding Receivable > 180 Days,INV0093226,Anitha Iyer,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11514,Finance / Collections,Outstanding Receivable > 180 Days,INV0093926,Rahul Verma,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11515,Finance / Collections,Outstanding Receivable > 180 Days,INV0094626,Anitha Iyer,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11516,Finance / Collections,Outstanding Receivable > 180 Days,INV0095326,Arjun Rao,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11517,Finance / Collections,Outstanding Receivable > 180 Days,INV0096026,Meera Patel,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11518,Finance / Collections,Outstanding Receivable > 180 Days,INV0096726,Aarav Sharma,Outstanding Amount,1426.08,0.0,1426.08,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1426.08,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11519,Finance / Collections,Outstanding Receivable > 180 Days,INV0000464,Arjun Rao,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11520,Finance / Collections,Outstanding Receivable > 180 Days,INV0001864,Arjun Rao,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11521,Finance / Collections,Outstanding Receivable > 180 Days,INV0008864,Divya Menon,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11522,Finance / Collections,Outstanding Receivable > 180 Days,INV0010264,Rahul Verma,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11523,Finance / Collections,Outstanding Receivable > 180 Days,INV0017264,Anitha Iyer,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11524,Finance / Collections,Outstanding Receivable > 180 Days,INV0018664,Rahul Verma,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11525,Finance / Collections,Outstanding Receivable > 180 Days,INV0025664,Anitha Iyer,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11526,Finance / Collections,Outstanding Receivable > 180 Days,INV0027064,Anitha Iyer,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11527,Finance / Collections,Outstanding Receivable > 180 Days,INV0034064,Vijay Kumar,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11528,Finance / Collections,Outstanding Receivable > 180 Days,INV0035464,Karthik Raj,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11529,Finance / Collections,Outstanding Receivable > 180 Days,INV0042464,Arjun Rao,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11530,Finance / Collections,Outstanding Receivable > 180 Days,INV0043864,Neha Singh,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11531,Finance / Collections,Outstanding Receivable > 180 Days,INV0045264,Meera Patel,Outstanding Amount,1423.17,0.0,1423.17,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1423.17,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11532,Finance / Collections,Outstanding Receivable > 180 Days,INV0081155,Divya Menon,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11533,Finance / Collections,Outstanding Receivable > 180 Days,INV0081855,Aarav Sharma,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11534,Finance / Collections,Outstanding Receivable > 180 Days,INV0082555,Arjun Rao,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11535,Finance / Collections,Outstanding Receivable > 180 Days,INV0083255,Karthik Raj,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11536,Finance / Collections,Outstanding Receivable > 180 Days,INV0083955,Karthik Raj,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11537,Finance / Collections,Outstanding Receivable > 180 Days,INV0089555,Aarav Sharma,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11538,Finance / Collections,Outstanding Receivable > 180 Days,INV0090255,Divya Menon,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
ISSUE-11539,Finance / Collections,Outstanding Receivable > 180 Days,INV0090955,Arjun Rao,Outstanding Amount,1422.28,0.0,1422.28,High,"Delayed customer payment, weak collection follow-up or customer credit exposure.",1422.28,"Escalate collection, contact customer and review credit terms immediately.",Invoice and Payment Analysis,2026-09-16
